final_eval_ar_accuracy,final_eval_bg_accuracy,final_eval_de_accuracy,final_eval_el_accuracy,final_eval_es_accuracy,final_eval_fr_accuracy,final_eval_hi_accuracy,final_eval_ru_accuracy,final_eval_th_accuracy,final_eval_tr_accuracy,final_eval_ur_accuracy,final_eval_vi_accuracy,final_eval_zh_accuracy,final_eval_amh_accuracy,final_eval_ewe_accuracy,final_eval_hau_accuracy,final_eval_ibo_accuracy,final_eval_kin_accuracy,final_eval_lin_accuracy,final_eval_lug_accuracy,final_eval_orm_accuracy,final_eval_sna_accuracy,final_eval_sot_accuracy,final_eval_swa_accuracy,final_eval_twi_accuracy,final_eval_wol_accuracy,final_eval_xho_accuracy,final_eval_yor_accuracy,final_eval_zul_accuracy,final_eval_mya_accuracy,final_eval_ind_accuracy,final_eval_same_accuracy,final_eval_avg_performance,exp,task,seeds,list_final_avg,p_val_xt_afri,p_val_xt_only,p_val_afri_only
69.80 \scriptsize $\pm$ 0.76,76.32 \scriptsize $\pm$ 0.39,75.02 \scriptsize $\pm$ 0.47,74.20 \scriptsize $\pm$ 0.24,77.48 \scriptsize $\pm$ 0.18,76.73 \scriptsize $\pm$ 0.21,67.84 \scriptsize $\pm$ 0.44,74.04 \scriptsize $\pm$ 0.21,69.66 \scriptsize $\pm$ 0.64,71.67 \scriptsize $\pm$ 0.25,63.70 \scriptsize $\pm$ 0.63,73.48 \scriptsize $\pm$ 0.55,71.71 \scriptsize $\pm$ 0.57,66.62 \scriptsize $\pm$ 1.76,46.12 \scriptsize $\pm$ 4.03,61.46 \scriptsize $\pm$ 0.91,38.58 \scriptsize $\pm$ 0.62,42.92 \scriptsize $\pm$ 3.13,35.54 \scriptsize $\pm$ 0.42,41.96 \scriptsize $\pm$ 3.92,50.33 \scriptsize $\pm$ 5.58,42.00 \scriptsize $\pm$ 4.05,41.96 \scriptsize $\pm$ 2.05,63.79 \scriptsize $\pm$ 1.82,41.12 \scriptsize $\pm$ 2.55,43.92 \scriptsize $\pm$ 2.08,50.42 \scriptsize $\pm$ 1.79,38.46 \scriptsize $\pm$ 1.36,47.92 \scriptsize $\pm$ 2.95,66.38 \scriptsize $\pm$ 0.62,67.28 \scriptsize $\pm$ 0.31,83.42 \scriptsize $\pm$ 0.19,59.75 \scriptsize $\pm$ 0.37,abla_random_unseen_mbert,xnli,"[42, 66, 17, 23]","[59.73643564078277, 60.05947538568975, 59.22981567026803, 59.95564367244063]",0.057300574659169684,0.31753505993909675,0.08778946354277002
70.06 \scriptsize $\pm$ 0.26,76.25 \scriptsize $\pm$ 0.18,75.29 \scriptsize $\pm$ 0.53,74.36 \scriptsize $\pm$ 0.36,77.37 \scriptsize $\pm$ 0.15,76.49 \scriptsize $\pm$ 0.24,68.15 \scriptsize $\pm$ 0.43,73.99 \scriptsize $\pm$ 0.46,70.68 \scriptsize $\pm$ 0.67,71.69 \scriptsize $\pm$ 0.31,64.48 \scriptsize $\pm$ 0.43,73.66 \scriptsize $\pm$ 0.19,71.94 \scriptsize $\pm$ 0.29,67.92 \scriptsize $\pm$ 0.65,43.25 \scriptsize $\pm$ 3.90,58.54 \scriptsize $\pm$ 0.42,39.96 \scriptsize $\pm$ 1.75,45.29 \scriptsize $\pm$ 3.69,35.12 \scriptsize $\pm$ 1.22,42.38 \scriptsize $\pm$ 1.67,46.50 \scriptsize $\pm$ 2.71,41.96 \scriptsize $\pm$ 1.97,41.46 \scriptsize $\pm$ 0.81,63.75 \scriptsize $\pm$ 0.80,40.04 \scriptsize $\pm$ 1.28,43.83 \scriptsize $\pm$ 1.97,50.00 \scriptsize $\pm$ 1.67,43.50 \scriptsize $\pm$ 5.04,48.00 \scriptsize $\pm$ 1.65,66.47 \scriptsize $\pm$ 0.33,67.24 \scriptsize $\pm$ 0.48,83.19 \scriptsize $\pm$ 0.17,59.78 \scriptsize $\pm$ 0.27,abla_random_unseen_xlmr,xnli,"[42, 66, 17, 23]","[59.92354658979628, 60.075299133636214, 59.543062501003355, 59.560442202057004]",0.038504573893230934,0.0728911453644477,0.5783534082383527
69.24 \scriptsize $\pm$ 0.33,76.01 \scriptsize $\pm$ 0.37,74.65 \scriptsize $\pm$ 0.32,74.06 \scriptsize $\pm$ 0.17,77.32 \scriptsize $\pm$ 0.24,76.46 \scriptsize $\pm$ 0.43,67.86 \scriptsize $\pm$ 0.11,73.67 \scriptsize $\pm$ 0.37,69.61 \scriptsize $\pm$ 0.55,71.29 \scriptsize $\pm$ 0.17,63.85 \scriptsize $\pm$ 0.35,73.39 \scriptsize $\pm$ 0.15,71.36 \scriptsize $\pm$ 0.36,65.04 \scriptsize $\pm$ 0.72,42.83 \scriptsize $\pm$ 1.77,60.75 \scriptsize $\pm$ 0.40,41.12 \scriptsize $\pm$ 0.96,44.50 \scriptsize $\pm$ 2.06,35.08 \scriptsize $\pm$ 1.93,42.83 \scriptsize $\pm$ 1.39,53.33 \scriptsize $\pm$ 2.20,43.71 \scriptsize $\pm$ 0.76,40.79 \scriptsize $\pm$ 0.79,65.17 \scriptsize $\pm$ 0.41,39.38 \scriptsize $\pm$ 1.87,41.29 \scriptsize $\pm$ 0.98,51.50 \scriptsize $\pm$ 1.46,44.00 \scriptsize $\pm$ 2.19,48.12 \scriptsize $\pm$ 0.72,66.33 \scriptsize $\pm$ 0.54,67.52 \scriptsize $\pm$ 0.33,83.27 \scriptsize $\pm$ 0.39,59.85 \scriptsize $\pm$ 0.33,afri_only,xnli,"[42, 66, 17, 23]","[59.792187658864584, 60.217562194645566, 59.43570491389875, 59.97329754030812]",0.014902515032491173,0.16597188779815444,-1.0
70.71 \scriptsize $\pm$ 0.34,77.01 \scriptsize $\pm$ 0.11,75.60 \scriptsize $\pm$ 0.51,75.29 \scriptsize $\pm$ 0.27,78.34 \scriptsize $\pm$ 0.35,77.32 \scriptsize $\pm$ 0.46,68.71 \scriptsize $\pm$ 0.37,74.87 \scriptsize $\pm$ 0.15,70.85 \scriptsize $\pm$ 0.65,72.37 \scriptsize $\pm$ 0.83,64.76 \scriptsize $\pm$ 0.26,73.98 \scriptsize $\pm$ 0.27,72.09 \scriptsize $\pm$ 0.48,68.83 \scriptsize $\pm$ 0.62,35.88 \scriptsize $\pm$ 0.37,60.25 \scriptsize $\pm$ 0.65,37.21 \scriptsize $\pm$ 0.48,37.79 \scriptsize $\pm$ 1.11,35.54 \scriptsize $\pm$ 1.12,37.92 \scriptsize $\pm$ 0.88,45.54 \scriptsize $\pm$ 1.03,38.54 \scriptsize $\pm$ 1.02,37.71 \scriptsize $\pm$ 0.46,65.42 \scriptsize $\pm$ 0.29,37.62 \scriptsize $\pm$ 0.85,38.33 \scriptsize $\pm$ 0.89,45.00 \scriptsize $\pm$ 0.27,35.88 \scriptsize $\pm$ 0.63,44.58 \scriptsize $\pm$ 0.70,67.63 \scriptsize $\pm$ 0.39,68.61 \scriptsize $\pm$ 0.18,83.82 \scriptsize $\pm$ 0.29,58.56 \scriptsize $\pm$ 0.10,baseline,xnli,"[42, 66, 17, 23]","[58.56948845271925, 58.60872909007722, 58.64724580664408, 58.42360587136719]",0.003967005514160463,0.010746419541050658,0.006325350684645369
70.26 \scriptsize $\pm$ 0.95,76.10 \scriptsize $\pm$ 0.64,75.56 \scriptsize $\pm$ 0.73,74.41 \scriptsize $\pm$ 0.73,77.63 \scriptsize $\pm$ 0.40,76.54 \scriptsize $\pm$ 0.15,68.60 \scriptsize $\pm$ 0.74,74.17 \scriptsize $\pm$ 0.55,70.36 \scriptsize $\pm$ 0.42,72.04 \scriptsize $\pm$ 0.49,64.98 \scriptsize $\pm$ 0.37,73.83 \scriptsize $\pm$ 0.67,71.69 \scriptsize $\pm$ 0.45,68.04 \scriptsize $\pm$ 1.70,37.29 \scriptsize $\pm$ 0.37,59.17 \scriptsize $\pm$ 1.28,37.62 \scriptsize $\pm$ 0.44,37.87 \scriptsize $\pm$ 1.18,34.71 \scriptsize $\pm$ 1.13,39.04 \scriptsize $\pm$ 0.37,46.38 \scriptsize $\pm$ 0.67,39.00 \scriptsize $\pm$ 1.14,37.83 \scriptsize $\pm$ 0.61,64.38 \scriptsize $\pm$ 1.98,38.42 \scriptsize $\pm$ 1.68,38.83 \scriptsize $\pm$ 0.91,47.79 \scriptsize $\pm$ 0.99,37.04 \scriptsize $\pm$ 0.53,45.04 \scriptsize $\pm$ 1.25,67.24 \scriptsize $\pm$ 0.43,67.76 \scriptsize $\pm$ 0.47,83.38 \scriptsize $\pm$ 0.19,58.53 \scriptsize $\pm$ 0.27,least_family_en_10,xnli,"[42, 66, 17, 23]","[58.84911176306903, 58.43361208213599, 58.21937935456165, 58.622418617858116]",0.00945638309423076,0.04393268713703976,0.004821461537289685
70.00 \scriptsize $\pm$ 0.51,75.92 \scriptsize $\pm$ 0.29,75.26 \scriptsize $\pm$ 0.17,74.40 \scriptsize $\pm$ 0.23,77.52 \scriptsize $\pm$ 0.25,76.56 \scriptsize $\pm$ 0.60,68.46 \scriptsize $\pm$ 0.39,74.16 \scriptsize $\pm$ 0.21,70.04 \scriptsize $\pm$ 0.42,71.72 \scriptsize $\pm$ 0.34,65.18 \scriptsize $\pm$ 0.79,73.63 \scriptsize $\pm$ 0.13,72.15 \scriptsize $\pm$ 0.26,66.71 \scriptsize $\pm$ 0.88,37.96 \scriptsize $\pm$ 0.37,59.29 \scriptsize $\pm$ 0.52,38.37 \scriptsize $\pm$ 0.71,39.38 \scriptsize $\pm$ 0.76,35.08 \scriptsize $\pm$ 1.65,41.08 \scriptsize $\pm$ 1.52,47.17 \scriptsize $\pm$ 1.12,40.62 \scriptsize $\pm$ 0.64,39.12 \scriptsize $\pm$ 0.69,64.92 \scriptsize $\pm$ 0.29,38.17 \scriptsize $\pm$ 1.34,40.42 \scriptsize $\pm$ 0.75,48.46 \scriptsize $\pm$ 0.84,38.08 \scriptsize $\pm$ 1.44,46.17 \scriptsize $\pm$ 0.89,67.29 \scriptsize $\pm$ 0.70,68.10 \scriptsize $\pm$ 0.17,83.26 \scriptsize $\pm$ 0.31,58.90 \scriptsize $\pm$ 0.10,least_family_en_20,xnli,"[42, 66, 17, 23]","[58.830148014962035, 58.86226466303318, 58.849609092806354, 59.03907884632879]",0.006988047934889746,0.11598468425430437,0.008845956491115557
69.57 \scriptsize $\pm$ 0.46,76.22 \scriptsize $\pm$ 0.19,75.32 \scriptsize $\pm$ 0.20,74.41 \scriptsize $\pm$ 0.41,77.72 \scriptsize $\pm$ 0.14,76.50 \scriptsize $\pm$ 0.33,68.60 \scriptsize $\pm$ 0.72,74.12 \scriptsize $\pm$ 0.44,70.48 \scriptsize $\pm$ 0.64,71.87 \scriptsize $\pm$ 0.48,64.57 \scriptsize $\pm$ 0.41,73.84 \scriptsize $\pm$ 0.16,71.90 \scriptsize $\pm$ 0.35,67.50 \scriptsize $\pm$ 1.08,37.33 \scriptsize $\pm$ 1.46,59.42 \scriptsize $\pm$ 0.40,38.67 \scriptsize $\pm$ 0.71,39.04 \scriptsize $\pm$ 1.83,34.62 \scriptsize $\pm$ 0.44,40.29 \scriptsize $\pm$ 0.95,45.12 \scriptsize $\pm$ 1.06,40.79 \scriptsize $\pm$ 1.59,39.29 \scriptsize $\pm$ 1.64,63.92 \scriptsize $\pm$ 0.32,39.46 \scriptsize $\pm$ 0.76,38.42 \scriptsize $\pm$ 1.43,47.88 \scriptsize $\pm$ 1.05,37.21 \scriptsize $\pm$ 1.17,45.71 \scriptsize $\pm$ 0.76,66.60 \scriptsize $\pm$ 0.46,68.13 \scriptsize $\pm$ 0.31,83.48 \scriptsize $\pm$ 0.25,58.69 \scriptsize $\pm$ 0.30,least_family_en_5,xnli,"[42, 66, 17, 23]","[59.051498042788424, 58.746640683110996, 58.324407819749226, 58.62699023869151]",0.017064611146341464,0.048496865048329243,0.005370706778743428
70.09 \scriptsize $\pm$ 0.65,76.29 \scriptsize $\pm$ 0.45,75.19 \scriptsize $\pm$ 0.44,74.42 \scriptsize $\pm$ 0.48,77.71 \scriptsize $\pm$ 0.23,76.34 \scriptsize $\pm$ 0.16,68.57 \scriptsize $\pm$ 0.65,74.00 \scriptsize $\pm$ 0.38,70.61 \scriptsize $\pm$ 0.66,71.71 \scriptsize $\pm$ 0.20,64.98 \scriptsize $\pm$ 0.41,73.99 \scriptsize $\pm$ 0.20,71.59 \scriptsize $\pm$ 0.14,67.75 \scriptsize $\pm$ 1.13,37.04 \scriptsize $\pm$ 0.60,59.67 \scriptsize $\pm$ 0.83,38.42 \scriptsize $\pm$ 1.34,38.46 \scriptsize $\pm$ 2.13,35.71 \scriptsize $\pm$ 0.08,39.54 \scriptsize $\pm$ 0.99,46.75 \scriptsize $\pm$ 0.97,40.00 \scriptsize $\pm$ 1.37,38.04 \scriptsize $\pm$ 1.29,64.21 \scriptsize $\pm$ 0.79,39.29 \scriptsize $\pm$ 0.57,40.71 \scriptsize $\pm$ 0.98,47.12 \scriptsize $\pm$ 1.44,37.21 \scriptsize $\pm$ 0.75,45.62 \scriptsize $\pm$ 0.80,67.23 \scriptsize $\pm$ 0.74,67.70 \scriptsize $\pm$ 0.48,83.51 \scriptsize $\pm$ 0.18,58.73 \scriptsize $\pm$ 0.19,least_same_script_10,xnli,"[42, 66, 17, 23]","[58.85525079198172, 58.84822529873229, 58.44733129250883, 58.78318756254246]",0.0023552556208521636,0.05079890037907188,0.001482293433158943
69.72 \scriptsize $\pm$ 0.72,75.87 \scriptsize $\pm$ 0.44,74.98 \scriptsize $\pm$ 0.56,74.02 \scriptsize $\pm$ 0.35,77.40 \scriptsize $\pm$ 0.37,76.25 \scriptsize $\pm$ 0.23,67.85 \scriptsize $\pm$ 0.49,73.76 \scriptsize $\pm$ 0.49,69.35 \scriptsize $\pm$ 0.65,71.00 \scriptsize $\pm$ 0.83,64.23 \scriptsize $\pm$ 0.37,73.44 \scriptsize $\pm$ 0.39,71.16 \scriptsize $\pm$ 0.57,66.42 \scriptsize $\pm$ 0.74,45.79 \scriptsize $\pm$ 1.17,59.08 \scriptsize $\pm$ 0.75,38.83 \scriptsize $\pm$ 0.36,41.25 \scriptsize $\pm$ 1.54,35.04 \scriptsize $\pm$ 1.46,41.92 \scriptsize $\pm$ 0.32,54.38 \scriptsize $\pm$ 0.84,43.08 \scriptsize $\pm$ 1.39,37.83 \scriptsize $\pm$ 0.87,63.71 \scriptsize $\pm$ 1.17,38.87 \scriptsize $\pm$ 0.63,42.17 \scriptsize $\pm$ 1.36,51.33 \scriptsize $\pm$ 0.85,44.83 \scriptsize $\pm$ 0.88,49.42 \scriptsize $\pm$ 0.92,66.51 \scriptsize $\pm$ 0.90,67.51 \scriptsize $\pm$ 0.55,83.25 \scriptsize $\pm$ 0.23,59.70 \scriptsize $\pm$ 0.03,least_same_script_20,xnli,"[42, 66, 17, 23]","[59.7107667205803, 59.68657649513306, 59.72868146080495, 59.6540805787888]",0.04101213843363233,0.21496040375333064,0.4326421793429658
69.87 \scriptsize $\pm$ 0.10,76.26 \scriptsize $\pm$ 0.28,75.59 \scriptsize $\pm$ 0.18,74.16 \scriptsize $\pm$ 0.70,77.65 \scriptsize $\pm$ 0.26,76.65 \scriptsize $\pm$ 0.38,69.01 \scriptsize $\pm$ 0.74,74.05 \scriptsize $\pm$ 0.48,70.08 \scriptsize $\pm$ 0.51,71.75 \scriptsize $\pm$ 0.59,65.12 \scriptsize $\pm$ 0.25,73.87 \scriptsize $\pm$ 0.50,71.84 \scriptsize $\pm$ 0.22,67.42 \scriptsize $\pm$ 0.29,38.42 \scriptsize $\pm$ 1.60,59.25 \scriptsize $\pm$ 0.57,38.92 \scriptsize $\pm$ 1.84,38.33 \scriptsize $\pm$ 0.56,33.92 \scriptsize $\pm$ 1.13,40.42 \scriptsize $\pm$ 0.80,45.79 \scriptsize $\pm$ 0.48,39.58 \scriptsize $\pm$ 1.35,38.17 \scriptsize $\pm$ 0.36,64.42 \scriptsize $\pm$ 1.00,40.00 \scriptsize $\pm$ 1.75,39.71 \scriptsize $\pm$ 0.44,48.88 \scriptsize $\pm$ 1.80,37.50 \scriptsize $\pm$ 0.81,46.08 \scriptsize $\pm$ 0.48,67.50 \scriptsize $\pm$ 0.77,68.14 \scriptsize $\pm$ 0.53,83.38 \scriptsize $\pm$ 0.19,58.80 \scriptsize $\pm$ 0.27,least_same_script_5,xnli,"[42, 66, 17, 23]","[59.18750903019699, 58.62202638958011, 58.628818686353824, 58.77620822363316]",0.04046232826862993,0.08920841585831368,0.01726065150516675
69.95 \scriptsize $\pm$ 0.42,76.06 \scriptsize $\pm$ 0.25,75.33 \scriptsize $\pm$ 0.41,74.57 \scriptsize $\pm$ 0.64,77.63 \scriptsize $\pm$ 0.33,76.21 \scriptsize $\pm$ 0.56,68.75 \scriptsize $\pm$ 0.48,74.08 \scriptsize $\pm$ 0.17,70.31 \scriptsize $\pm$ 0.54,71.70 \scriptsize $\pm$ 0.56,65.03 \scriptsize $\pm$ 0.65,73.90 \scriptsize $\pm$ 0.25,71.60 \scriptsize $\pm$ 0.45,67.46 \scriptsize $\pm$ 0.80,36.62 \scriptsize $\pm$ 0.93,59.00 \scriptsize $\pm$ 0.69,38.38 \scriptsize $\pm$ 0.64,38.96 \scriptsize $\pm$ 1.01,34.83 \scriptsize $\pm$ 0.53,39.08 \scriptsize $\pm$ 0.97,46.17 \scriptsize $\pm$ 0.41,38.29 \scriptsize $\pm$ 0.91,37.17 \scriptsize $\pm$ 0.89,64.08 \scriptsize $\pm$ 1.31,37.92 \scriptsize $\pm$ 0.48,39.92 \scriptsize $\pm$ 0.99,47.25 \scriptsize $\pm$ 0.92,37.04 \scriptsize $\pm$ 0.48,45.75 \scriptsize $\pm$ 1.47,67.44 \scriptsize $\pm$ 0.53,67.89 \scriptsize $\pm$ 0.40,83.53 \scriptsize $\pm$ 0.35,58.50 \scriptsize $\pm$ 0.08,least_uriel_en_10,xnli,"[42, 66, 17, 23]","[58.438290309461514, 58.573391755363275, 58.552349891370056, 58.42428372143112]",0.001559275969563325,0.011333066522661358,0.004044238556420494
69.84 \scriptsize $\pm$ 0.63,76.20 \scriptsize $\pm$ 0.49,75.60 \scriptsize $\pm$ 0.51,74.60 \scriptsize $\pm$ 0.32,77.98 \scriptsize $\pm$ 0.32,76.45 \scriptsize $\pm$ 0.39,69.07 \scriptsize $\pm$ 0.56,74.04 \scriptsize $\pm$ 0.21,70.13 \scriptsize $\pm$ 0.28,72.23 \scriptsize $\pm$ 0.43,65.30 \scriptsize $\pm$ 0.61,74.05 \scriptsize $\pm$ 0.56,72.08 \scriptsize $\pm$ 0.40,67.42 \scriptsize $\pm$ 0.40,35.79 \scriptsize $\pm$ 0.64,59.54 \scriptsize $\pm$ 0.42,37.29 \scriptsize $\pm$ 0.72,38.67 \scriptsize $\pm$ 0.98,35.88 \scriptsize $\pm$ 0.53,39.00 \scriptsize $\pm$ 1.41,47.17 \scriptsize $\pm$ 1.36,39.38 \scriptsize $\pm$ 0.55,39.17 \scriptsize $\pm$ 0.83,64.79 \scriptsize $\pm$ 0.74,37.25 \scriptsize $\pm$ 0.44,39.38 \scriptsize $\pm$ 1.54,47.83 \scriptsize $\pm$ 0.85,37.58 \scriptsize $\pm$ 1.20,44.79 \scriptsize $\pm$ 1.57,67.63 \scriptsize $\pm$ 0.54,68.19 \scriptsize $\pm$ 0.24,83.92 \scriptsize $\pm$ 0.32,58.69 \scriptsize $\pm$ 0.12,least_uriel_en_20,xnli,"[42, 66, 17, 23]","[58.84975190369931, 58.65769357732257, 58.56613824964013, 58.70542703132611]",0.004797715618581106,0.040756092218802754,0.005313947658870428
69.36 \scriptsize $\pm$ 0.35,75.89 \scriptsize $\pm$ 0.21,75.38 \scriptsize $\pm$ 0.44,74.45 \scriptsize $\pm$ 0.20,77.70 \scriptsize $\pm$ 0.23,76.60 \scriptsize $\pm$ 0.25,68.24 \scriptsize $\pm$ 0.57,74.21 \scriptsize $\pm$ 0.41,70.28 \scriptsize $\pm$ 0.36,71.78 \scriptsize $\pm$ 0.54,65.24 \scriptsize $\pm$ 0.83,73.68 \scriptsize $\pm$ 0.45,71.74 \scriptsize $\pm$ 0.42,66.38 \scriptsize $\pm$ 1.19,36.04 \scriptsize $\pm$ 1.12,61.29 \scriptsize $\pm$ 0.70,37.79 \scriptsize $\pm$ 0.77,38.33 \scriptsize $\pm$ 0.41,34.83 \scriptsize $\pm$ 0.49,38.96 \scriptsize $\pm$ 0.90,49.42 \scriptsize $\pm$ 0.89,38.87 \scriptsize $\pm$ 0.84,39.12 \scriptsize $\pm$ 1.95,65.33 \scriptsize $\pm$ 1.10,37.71 \scriptsize $\pm$ 0.90,38.58 \scriptsize $\pm$ 1.42,48.46 \scriptsize $\pm$ 1.47,37.21 \scriptsize $\pm$ 0.64,47.33 \scriptsize $\pm$ 1.05,66.92 \scriptsize $\pm$ 0.97,68.35 \scriptsize $\pm$ 0.33,83.70 \scriptsize $\pm$ 0.10,58.72 \scriptsize $\pm$ 0.16,least_uriel_en_40,xnli,"[42, 66, 17, 23]","[58.663653758167314, 58.69232329576771, 58.587301519614925, 58.95412049560397]",0.0034908518102969442,0.0785048497421458,0.004280563131259463
70.35 \scriptsize $\pm$ 0.22,76.22 \scriptsize $\pm$ 0.28,75.49 \scriptsize $\pm$ 0.28,74.61 \scriptsize $\pm$ 0.23,77.68 \scriptsize $\pm$ 0.16,76.75 \scriptsize $\pm$ 0.48,69.01 \scriptsize $\pm$ 0.42,74.25 \scriptsize $\pm$ 0.10,70.38 \scriptsize $\pm$ 0.31,71.98 \scriptsize $\pm$ 0.30,65.42 \scriptsize $\pm$ 0.38,73.96 \scriptsize $\pm$ 0.27,72.03 \scriptsize $\pm$ 0.38,67.17 \scriptsize $\pm$ 1.12,36.96 \scriptsize $\pm$ 0.21,58.42 \scriptsize $\pm$ 0.22,38.46 \scriptsize $\pm$ 0.96,38.54 \scriptsize $\pm$ 0.37,34.79 \scriptsize $\pm$ 1.24,39.21 \scriptsize $\pm$ 1.11,45.46 \scriptsize $\pm$ 2.03,38.88 \scriptsize $\pm$ 0.37,37.42 \scriptsize $\pm$ 0.35,64.46 \scriptsize $\pm$ 0.84,38.08 \scriptsize $\pm$ 0.91,39.04 \scriptsize $\pm$ 0.98,47.12 \scriptsize $\pm$ 1.04,37.08 \scriptsize $\pm$ 0.97,45.83 \scriptsize $\pm$ 1.23,67.41 \scriptsize $\pm$ 0.63,67.72 \scriptsize $\pm$ 0.42,83.47 \scriptsize $\pm$ 0.16,58.55 \scriptsize $\pm$ 0.17,least_uriel_en_5,xnli,"[42, 66, 17, 23]","[58.643268422939634, 58.741947656296, 58.382142634971345, 58.43928338029035]",0.001158697047855391,0.01105593319630663,0.0016192565145298047
69.44 \scriptsize $\pm$ 0.32,75.98 \scriptsize $\pm$ 0.19,75.46 \scriptsize $\pm$ 0.10,73.81 \scriptsize $\pm$ 0.50,77.97 \scriptsize $\pm$ 0.23,76.76 \scriptsize $\pm$ 0.42,67.88 \scriptsize $\pm$ 0.31,73.79 \scriptsize $\pm$ 0.47,69.51 \scriptsize $\pm$ 0.39,71.56 \scriptsize $\pm$ 0.44,64.40 \scriptsize $\pm$ 0.40,73.69 \scriptsize $\pm$ 0.40,71.84 \scriptsize $\pm$ 0.43,65.62 \scriptsize $\pm$ 1.09,36.83 \scriptsize $\pm$ 0.36,59.50 \scriptsize $\pm$ 1.08,39.21 \scriptsize $\pm$ 0.98,37.75 \scriptsize $\pm$ 0.22,36.38 \scriptsize $\pm$ 0.61,38.38 \scriptsize $\pm$ 0.60,48.21 \scriptsize $\pm$ 0.16,40.54 \scriptsize $\pm$ 1.59,38.33 \scriptsize $\pm$ 1.58,64.96 \scriptsize $\pm$ 0.85,39.38 \scriptsize $\pm$ 0.50,39.62 \scriptsize $\pm$ 0.85,49.33 \scriptsize $\pm$ 1.47,37.42 \scriptsize $\pm$ 0.50,46.54 \scriptsize $\pm$ 0.39,66.02 \scriptsize $\pm$ 0.60,68.26 \scriptsize $\pm$ 0.44,83.44 \scriptsize $\pm$ 0.27,58.68 \scriptsize $\pm$ 0.26,most_distinct_script_10,xnli,"[42, 66, 17, 23]","[58.756284264580756, 58.83266108533603, 58.29150320337877, 58.84717160852557]",0.003393500321675673,0.0637637056059048,0.0005587058890259148
69.38 \scriptsize $\pm$ 0.31,76.04 \scriptsize $\pm$ 0.31,75.50 \scriptsize $\pm$ 0.26,74.81 \scriptsize $\pm$ 0.35,77.91 \scriptsize $\pm$ 0.32,76.82 \scriptsize $\pm$ 0.10,68.23 \scriptsize $\pm$ 0.07,74.32 \scriptsize $\pm$ 0.21,69.53 \scriptsize $\pm$ 0.53,71.68 \scriptsize $\pm$ 0.26,64.68 \scriptsize $\pm$ 0.16,73.70 \scriptsize $\pm$ 0.22,72.14 \scriptsize $\pm$ 0.57,65.37 \scriptsize $\pm$ 1.75,36.46 \scriptsize $\pm$ 1.25,59.33 \scriptsize $\pm$ 1.74,40.12 \scriptsize $\pm$ 0.96,37.75 \scriptsize $\pm$ 1.17,35.62 \scriptsize $\pm$ 0.08,38.21 \scriptsize $\pm$ 1.52,49.00 \scriptsize $\pm$ 1.57,40.38 \scriptsize $\pm$ 1.03,38.54 \scriptsize $\pm$ 0.44,65.17 \scriptsize $\pm$ 0.71,40.17 \scriptsize $\pm$ 1.04,39.00 \scriptsize $\pm$ 1.28,47.62 \scriptsize $\pm$ 2.76,37.21 \scriptsize $\pm$ 1.16,46.79 \scriptsize $\pm$ 0.85,65.88 \scriptsize $\pm$ 0.21,67.96 \scriptsize $\pm$ 0.35,83.77 \scriptsize $\pm$ 0.20,58.72 \scriptsize $\pm$ 0.20,most_distinct_script_18,xnli,"[42, 66, 17, 23]","[58.67959707261082, 58.60197600776999, 59.012488929647404, 58.59327474407753]",0.027908800801710792,0.038785899341902484,0.02186022300657072
69.43 \scriptsize $\pm$ 0.27,76.11 \scriptsize $\pm$ 0.30,75.22 \scriptsize $\pm$ 0.15,74.27 \scriptsize $\pm$ 0.09,77.72 \scriptsize $\pm$ 0.17,76.58 \scriptsize $\pm$ 0.27,68.39 \scriptsize $\pm$ 0.41,74.11 \scriptsize $\pm$ 0.61,70.15 \scriptsize $\pm$ 0.89,71.60 \scriptsize $\pm$ 0.29,64.72 \scriptsize $\pm$ 0.55,73.52 \scriptsize $\pm$ 0.53,71.99 \scriptsize $\pm$ 0.35,66.92 \scriptsize $\pm$ 0.73,36.08 \scriptsize $\pm$ 0.78,59.17 \scriptsize $\pm$ 1.34,39.71 \scriptsize $\pm$ 0.55,37.42 \scriptsize $\pm$ 0.87,36.00 \scriptsize $\pm$ 0.41,39.08 \scriptsize $\pm$ 0.82,47.29 \scriptsize $\pm$ 2.17,39.50 \scriptsize $\pm$ 0.79,38.88 \scriptsize $\pm$ 1.00,65.33 \scriptsize $\pm$ 1.31,39.21 \scriptsize $\pm$ 0.48,40.79 \scriptsize $\pm$ 1.36,47.75 \scriptsize $\pm$ 1.17,39.08 \scriptsize $\pm$ 1.19,45.71 \scriptsize $\pm$ 0.39,66.98 \scriptsize $\pm$ 0.64,67.60 \scriptsize $\pm$ 0.28,83.35 \scriptsize $\pm$ 0.17,58.74 \scriptsize $\pm$ 0.03,most_distinct_script_5,xnli,"[42, 66, 17, 23]","[58.726839802298876, 58.748618547088135, 58.77571072666999, 58.70515779767543]",0.004281166580863055,0.03391615145186277,0.007535460017151793
